contract_address,previous_owner,new_owner,tx_hash,block_number,block_hash,network,tx_index,log_index
0xd7a8b6b0aa92acb888405b1033b559ea0248a7ff,0x0000000000000000000000000000000000000000,0xb3c1c193dea28c15ca2ca57b37d55a399540b1b8,0xd4e145f658fb45248907a8e865f3b81fbdc073d4d4e6c7f1019984b1f3d7d6b3,4493286,0xa3818ce0812b1ade55a535a346c3f49a0ffaf79482c1961a14f1dee02aae4148,mevm
